Supermarket,Locality,Product_Name,Category,Date,Day_of_Week,Quantity_Sold,Price_per_kg,Discounted_Price,Holiday,Weather,Promotion
FreshMart,Indiranagar,Tomatoes,Vegetable,21-03-2024,Thursday,78,30 INR,30 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Apples,Fruit,21-03-2024,Thursday,105,60 INR,55 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,21-03-2024,Thursday,83,20 INR,10 INR,No,Clear,Yes
FreshMart,Indiranagar,Bananas,Fruit,21-03-2024,Thursday,91,25 INR,25 INR,No,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,21-03-2024,Thursday,150,18 INR,13 INR,No,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,21-03-2024,Thursday,140,15 INR,10 INR,No,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,21-03-2024,Thursday,61,30 INR,25 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Apples,Fruit,21-03-2024,Thursday,124,60 INR,60 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,21-03-2024,Thursday,124,20 INR,5 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,21-03-2024,Thursday,65,25 INR,25 INR,Yes,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,21-03-2024,Thursday,124,18 INR,8 INR,No,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,21-03-2024,Thursday,146,15 INR,10 INR,No,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,21-03-2024,Thursday,66,30 INR,20 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,21-03-2024,Thursday,72,60 INR,60 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,21-03-2024,Thursday,130,20 INR,5 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Bananas,Fruit,21-03-2024,Thursday,108,25 INR,25 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,21-03-2024,Thursday,116,18 INR,18 INR,Yes,Rainy,No
DailyGro,Indiranagar,Spinach,Leafy Green,21-03-2024,Thursday,110,15 INR,0 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,21-03-2024,Thursday,111,30 INR,30 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,21-03-2024,Thursday,60,60 INR,55 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,21-03-2024,Thursday,131,20 INR,20 INR,No,Cloudy,No
CityVeg,Indiranagar,Bananas,Fruit,21-03-2024,Thursday,135,25 INR,15 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,21-03-2024,Thursday,93,18 INR,18 INR,No,Clear,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,21-03-2024,Thursday,98,15 INR,15 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,21-03-2024,Thursday,54,30 INR,30 INR,Yes,Clear,No
QuickKart,Indiranagar,Apples,Fruit,21-03-2024,Thursday,115,60 INR,60 INR,Yes,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,21-03-2024,Thursday,117,20 INR,5 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,21-03-2024,Thursday,98,25 INR,20 INR,No,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,21-03-2024,Thursday,133,18 INR,8 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,21-03-2024,Thursday,89,15 INR,10 INR,No,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,22-03-2024,Friday,116,30 INR,25 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,22-03-2024,Friday,69,60 INR,55 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,22-03-2024,Friday,99,20 INR,10 INR,No,Clear,No
FreshMart,Indiranagar,Bananas,Fruit,22-03-2024,Friday,94,25 INR,20 INR,No,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,22-03-2024,Friday,106,18 INR,3 INR,Yes,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,22-03-2024,Friday,88,15 INR,5 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,22-03-2024,Friday,96,30 INR,25 INR,No,Rainy,No
UrbanBite,Indiranagar,Apples,Fruit,22-03-2024,Friday,124,60 INR,55 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,22-03-2024,Friday,86,20 INR,10 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,22-03-2024,Friday,51,25 INR,10 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,22-03-2024,Friday,152,18 INR,8 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,22-03-2024,Friday,141,15 INR,0 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,22-03-2024,Friday,61,30 INR,25 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,22-03-2024,Friday,120,60 INR,55 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,22-03-2024,Friday,84,20 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,22-03-2024,Friday,107,25 INR,10 INR,No,Clear,No
DailyGro,Indiranagar,Potatoes,Vegetable,22-03-2024,Friday,108,18 INR,8 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,22-03-2024,Friday,92,15 INR,5 INR,No,Clear,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,22-03-2024,Friday,76,30 INR,25 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,22-03-2024,Friday,79,60 INR,55 INR,Yes,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,22-03-2024,Friday,72,20 INR,10 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Bananas,Fruit,22-03-2024,Friday,75,25 INR,20 INR,Yes,Clear,No
CityVeg,Indiranagar,Potatoes,Vegetable,22-03-2024,Friday,97,18 INR,8 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,22-03-2024,Friday,78,15 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,22-03-2024,Friday,120,30 INR,30 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Apples,Fruit,22-03-2024,Friday,144,60 INR,50 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,22-03-2024,Friday,82,20 INR,10 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,22-03-2024,Friday,107,25 INR,15 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,22-03-2024,Friday,114,18 INR,13 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,22-03-2024,Friday,114,15 INR,0 INR,Yes,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,23-03-2024,Saturday,102,30 INR,20 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,23-03-2024,Saturday,122,60 INR,45 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,23-03-2024,Saturday,114,20 INR,5 INR,No,Clear,Yes
FreshMart,Indiranagar,Bananas,Fruit,23-03-2024,Saturday,62,25 INR,15 INR,No,Rainy,No
FreshMart,Indiranagar,Potatoes,Vegetable,23-03-2024,Saturday,126,18 INR,8 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,23-03-2024,Saturday,126,15 INR,15 INR,No,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,23-03-2024,Saturday,77,30 INR,20 INR,Yes,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,23-03-2024,Saturday,101,60 INR,50 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,23-03-2024,Saturday,120,20 INR,15 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,23-03-2024,Saturday,93,25 INR,15 INR,Yes,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,23-03-2024,Saturday,132,18 INR,18 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,23-03-2024,Saturday,170,15 INR,5 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,23-03-2024,Saturday,76,30 INR,15 INR,No,Clear,No
DailyGro,Indiranagar,Apples,Fruit,23-03-2024,Saturday,58,60 INR,55 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,23-03-2024,Saturday,109,20 INR,20 INR,No,Rainy,No
DailyGro,Indiranagar,Bananas,Fruit,23-03-2024,Saturday,121,25 INR,15 INR,No,Cloudy,No
DailyGro,Indiranagar,Potatoes,Vegetable,23-03-2024,Saturday,93,18 INR,13 INR,Yes,Rainy,No
DailyGro,Indiranagar,Spinach,Leafy Green,23-03-2024,Saturday,143,15 INR,15 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,23-03-2024,Saturday,59,30 INR,20 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,23-03-2024,Saturday,120,60 INR,60 INR,Yes,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,23-03-2024,Saturday,81,20 INR,10 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,23-03-2024,Saturday,151,25 INR,10 INR,Yes,Clear,No
CityVeg,Indiranagar,Potatoes,Vegetable,23-03-2024,Saturday,159,18 INR,18 INR,No,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,23-03-2024,Saturday,77,15 INR,0 INR,Yes,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,23-03-2024,Saturday,83,30 INR,30 INR,Yes,Clear,No
QuickKart,Indiranagar,Apples,Fruit,23-03-2024,Saturday,125,60 INR,50 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,23-03-2024,Saturday,88,20 INR,5 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Bananas,Fruit,23-03-2024,Saturday,98,25 INR,15 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,23-03-2024,Saturday,100,18 INR,13 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,23-03-2024,Saturday,42,15 INR,5 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,24-03-2024,Sunday,99,30 INR,15 INR,No,Clear,No
FreshMart,Indiranagar,Apples,Fruit,24-03-2024,Sunday,79,60 INR,60 INR,No,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,24-03-2024,Sunday,85,20 INR,10 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,24-03-2024,Sunday,143,25 INR,25 INR,No,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,24-03-2024,Sunday,62,18 INR,13 INR,Yes,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,24-03-2024,Sunday,124,15 INR,15 INR,Yes,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,24-03-2024,Sunday,91,30 INR,30 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Apples,Fruit,24-03-2024,Sunday,91,60 INR,50 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,24-03-2024,Sunday,123,20 INR,15 INR,No,Clear,Yes
UrbanBite,Indiranagar,Bananas,Fruit,24-03-2024,Sunday,110,25 INR,25 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,24-03-2024,Sunday,117,18 INR,13 INR,No,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,24-03-2024,Sunday,129,15 INR,5 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,24-03-2024,Sunday,90,30 INR,25 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,24-03-2024,Sunday,81,60 INR,55 INR,No,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,24-03-2024,Sunday,67,20 INR,5 INR,No,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,24-03-2024,Sunday,75,25 INR,25 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,24-03-2024,Sunday,188,18 INR,13 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,24-03-2024,Sunday,137,15 INR,0 INR,No,Clear,No
CityVeg,Indiranagar,Tomatoes,Vegetable,24-03-2024,Sunday,59,30 INR,25 INR,No,Clear,No
CityVeg,Indiranagar,Apples,Fruit,24-03-2024,Sunday,60,60 INR,50 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,24-03-2024,Sunday,114,20 INR,20 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Bananas,Fruit,24-03-2024,Sunday,116,25 INR,25 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,24-03-2024,Sunday,116,18 INR,13 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,24-03-2024,Sunday,92,15 INR,5 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,24-03-2024,Sunday,96,30 INR,15 INR,Yes,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,24-03-2024,Sunday,109,60 INR,50 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,24-03-2024,Sunday,102,20 INR,15 INR,No,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,24-03-2024,Sunday,33,25 INR,10 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,24-03-2024,Sunday,93,18 INR,3 INR,No,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,24-03-2024,Sunday,74,15 INR,15 INR,Yes,Clear,No
FreshMart,Indiranagar,Tomatoes,Vegetable,25-03-2024,Monday,105,30 INR,30 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Apples,Fruit,25-03-2024,Monday,189,60 INR,50 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,25-03-2024,Monday,111,20 INR,5 INR,No,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,25-03-2024,Monday,90,25 INR,25 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,25-03-2024,Monday,127,18 INR,13 INR,No,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,25-03-2024,Monday,114,15 INR,15 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,25-03-2024,Monday,112,30 INR,25 INR,No,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,25-03-2024,Monday,118,60 INR,50 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,25-03-2024,Monday,161,20 INR,15 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,25-03-2024,Monday,66,25 INR,20 INR,Yes,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,25-03-2024,Monday,114,18 INR,3 INR,No,Cloudy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,25-03-2024,Monday,72,15 INR,5 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,25-03-2024,Monday,116,30 INR,25 INR,No,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,25-03-2024,Monday,72,60 INR,45 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,25-03-2024,Monday,87,20 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,25-03-2024,Monday,91,25 INR,15 INR,Yes,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,25-03-2024,Monday,129,18 INR,8 INR,No,Clear,No
DailyGro,Indiranagar,Spinach,Leafy Green,25-03-2024,Monday,127,15 INR,0 INR,No,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,25-03-2024,Monday,62,30 INR,20 INR,No,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,25-03-2024,Monday,101,60 INR,50 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,25-03-2024,Monday,78,20 INR,10 INR,Yes,Clear,No
CityVeg,Indiranagar,Bananas,Fruit,25-03-2024,Monday,62,25 INR,25 INR,No,Clear,No
CityVeg,Indiranagar,Potatoes,Vegetable,25-03-2024,Monday,93,18 INR,3 INR,Yes,Rainy,No
CityVeg,Indiranagar,Spinach,Leafy Green,25-03-2024,Monday,90,15 INR,15 INR,Yes,Rainy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,25-03-2024,Monday,172,30 INR,30 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Apples,Fruit,25-03-2024,Monday,112,60 INR,60 INR,No,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,25-03-2024,Monday,58,20 INR,20 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Bananas,Fruit,25-03-2024,Monday,83,25 INR,20 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,25-03-2024,Monday,130,18 INR,8 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,25-03-2024,Monday,162,15 INR,15 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,26-03-2024,Tuesday,52,30 INR,30 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,26-03-2024,Tuesday,43,60 INR,55 INR,No,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,26-03-2024,Tuesday,156,20 INR,15 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,26-03-2024,Tuesday,111,25 INR,15 INR,No,Clear,No
FreshMart,Indiranagar,Potatoes,Vegetable,26-03-2024,Tuesday,73,18 INR,13 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,26-03-2024,Tuesday,116,15 INR,5 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,26-03-2024,Tuesday,20,30 INR,20 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Apples,Fruit,26-03-2024,Tuesday,100,60 INR,45 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,26-03-2024,Tuesday,109,20 INR,20 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,26-03-2024,Tuesday,127,25 INR,20 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,26-03-2024,Tuesday,69,18 INR,3 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,26-03-2024,Tuesday,102,15 INR,5 INR,No,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,26-03-2024,Tuesday,72,30 INR,20 INR,No,Clear,No
DailyGro,Indiranagar,Apples,Fruit,26-03-2024,Tuesday,107,60 INR,55 INR,Yes,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,26-03-2024,Tuesday,73,20 INR,20 INR,No,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,26-03-2024,Tuesday,87,25 INR,15 INR,Yes,Clear,No
DailyGro,Indiranagar,Potatoes,Vegetable,26-03-2024,Tuesday,70,18 INR,8 INR,No,Rainy,No
DailyGro,Indiranagar,Spinach,Leafy Green,26-03-2024,Tuesday,119,15 INR,0 INR,No,Clear,No
CityVeg,Indiranagar,Tomatoes,Vegetable,26-03-2024,Tuesday,125,30 INR,20 INR,No,Rainy,Yes
CityVeg,Indiranagar,Apples,Fruit,26-03-2024,Tuesday,92,60 INR,45 INR,No,Clear,No
CityVeg,Indiranagar,Cabbage,Vegetable,26-03-2024,Tuesday,101,20 INR,15 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,26-03-2024,Tuesday,56,25 INR,25 INR,No,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,26-03-2024,Tuesday,91,18 INR,13 INR,No,Clear,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,26-03-2024,Tuesday,98,15 INR,0 INR,No,Cloudy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,26-03-2024,Tuesday,178,30 INR,20 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Apples,Fruit,26-03-2024,Tuesday,66,60 INR,60 INR,No,Clear,No
QuickKart,Indiranagar,Cabbage,Vegetable,26-03-2024,Tuesday,143,20 INR,15 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Bananas,Fruit,26-03-2024,Tuesday,129,25 INR,10 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,26-03-2024,Tuesday,108,18 INR,13 INR,No,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,26-03-2024,Tuesday,152,15 INR,5 INR,No,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,27-03-2024,Wednesday,111,30 INR,20 INR,No,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,27-03-2024,Wednesday,111,60 INR,55 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,27-03-2024,Wednesday,98,20 INR,5 INR,No,Clear,No
FreshMart,Indiranagar,Bananas,Fruit,27-03-2024,Wednesday,136,25 INR,25 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,27-03-2024,Wednesday,132,18 INR,8 INR,No,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,27-03-2024,Wednesday,81,15 INR,10 INR,No,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,27-03-2024,Wednesday,60,30 INR,20 INR,No,Cloudy,No
UrbanBite,Indiranagar,Apples,Fruit,27-03-2024,Wednesday,93,60 INR,60 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,27-03-2024,Wednesday,75,20 INR,10 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,27-03-2024,Wednesday,98,25 INR,25 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,27-03-2024,Wednesday,137,18 INR,18 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,27-03-2024,Wednesday,86,15 INR,15 INR,No,Cloudy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,27-03-2024,Wednesday,98,30 INR,25 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,27-03-2024,Wednesday,101,60 INR,50 INR,Yes,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,27-03-2024,Wednesday,125,20 INR,15 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Bananas,Fruit,27-03-2024,Wednesday,32,25 INR,10 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,27-03-2024,Wednesday,81,18 INR,18 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,27-03-2024,Wednesday,106,15 INR,5 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,27-03-2024,Wednesday,136,30 INR,30 INR,Yes,Clear,No
CityVeg,Indiranagar,Apples,Fruit,27-03-2024,Wednesday,85,60 INR,50 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,27-03-2024,Wednesday,43,20 INR,5 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Bananas,Fruit,27-03-2024,Wednesday,118,25 INR,25 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,27-03-2024,Wednesday,80,18 INR,3 INR,Yes,Clear,No
CityVeg,Indiranagar,Spinach,Leafy Green,27-03-2024,Wednesday,64,15 INR,10 INR,No,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,27-03-2024,Wednesday,81,30 INR,30 INR,No,Rainy,Yes
QuickKart,Indiranagar,Apples,Fruit,27-03-2024,Wednesday,94,60 INR,55 INR,No,Clear,No
QuickKart,Indiranagar,Cabbage,Vegetable,27-03-2024,Wednesday,81,20 INR,10 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,27-03-2024,Wednesday,33,25 INR,20 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,27-03-2024,Wednesday,126,18 INR,8 INR,Yes,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,27-03-2024,Wednesday,138,15 INR,15 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,28-03-2024,Thursday,119,30 INR,20 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,28-03-2024,Thursday,65,60 INR,55 INR,Yes,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,28-03-2024,Thursday,93,20 INR,20 INR,No,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,28-03-2024,Thursday,99,25 INR,20 INR,Yes,Rainy,No
FreshMart,Indiranagar,Potatoes,Vegetable,28-03-2024,Thursday,117,18 INR,13 INR,No,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,28-03-2024,Thursday,120,15 INR,0 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,28-03-2024,Thursday,77,30 INR,15 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Apples,Fruit,28-03-2024,Thursday,102,60 INR,50 INR,No,Cloudy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,28-03-2024,Thursday,113,20 INR,10 INR,No,Clear,Yes
UrbanBite,Indiranagar,Bananas,Fruit,28-03-2024,Thursday,143,25 INR,15 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,28-03-2024,Thursday,121,18 INR,8 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,28-03-2024,Thursday,123,15 INR,10 INR,Yes,Rainy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,28-03-2024,Thursday,102,30 INR,30 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,28-03-2024,Thursday,142,60 INR,60 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,28-03-2024,Thursday,112,20 INR,5 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,28-03-2024,Thursday,74,25 INR,25 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,28-03-2024,Thursday,142,18 INR,8 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,28-03-2024,Thursday,120,15 INR,15 INR,No,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,28-03-2024,Thursday,86,30 INR,20 INR,No,Clear,Yes
CityVeg,Indiranagar,Apples,Fruit,28-03-2024,Thursday,85,60 INR,60 INR,No,Clear,No
CityVeg,Indiranagar,Cabbage,Vegetable,28-03-2024,Thursday,108,20 INR,20 INR,No,Cloudy,No
CityVeg,Indiranagar,Bananas,Fruit,28-03-2024,Thursday,113,25 INR,20 INR,No,Cloudy,No
CityVeg,Indiranagar,Potatoes,Vegetable,28-03-2024,Thursday,105,18 INR,8 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,28-03-2024,Thursday,109,15 INR,15 INR,No,Cloudy,No
